center_var
1.000000000000000000e+00
8.131173017204390563e-01
-7.615942087459653953e-01
-9.844220881553573665e-01
1.000000000000000000e+00
9.999999999999996669e-01
-3.089387353201561437e-01
0.000000000000000000e+00
-7.584578531198119533e-01
-7.823788793177730572e-01
-1.263266138266459088e-02
-6.384076124901162386e-01
-1.324682373963452342e+00
-7.546502047289102011e-01
-6.496431192144832556e-01
-3.706821948170541114e-01
-5.786677110022411252e-01
1.000000000000000000e+00
-5.660518575741048108e-01
3.027169617361297860e+00
-9.999999999999997780e-01
0.000000000000000000e+00
-3.341740479058861180e-01
-2.547486045700676494e-01
1.636838828603534024e+00
2.054775911882513739e+00
2.369846327959411469e-01
0.000000000000000000e+00
-1.099064131621540596e+00
-2.276310745989790774e-01
1.412867872696180749e+00
-2.337828417384934521e-01
0.000000000000000000e+00
-7.645484413766796550e-01
-1.803233080786995901e-01
-4.886515122601965411e-01
0.000000000000000000e+00
-9.057063402426911158e-02
7.946751067037272076e-02
0.000000000000000000e+00
-3.778231775738158382e-01
0.000000000000000000e+00
-6.292234322235125132e-01
-3.479020571196010936e-01
0.000000000000000000e+00
-7.068591320009749435e-01
0.000000000000000000e+00
5.931831543061364537e-02
-5.162184179400268746e-01
8.175842601825290545e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.118152612019621017e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.774767557016432629e-01
1.965196617131410806e+00
-9.999999999999997780e-01
-3.904210759741576497e-01
-8.202023878291527792e-01
-1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-7.586410891449905103e-01
-9.999999999999998890e-01
-5.453163554934261636e-01
0.000000000000000000e+00
-6.512029498919874593e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.231030942515296656e-01
-1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-3.441109013335533207e-01
0.000000000000000000e+00
6.473054767516984720e-01
-9.999999999999997780e-01
-4.583284112763306162e-01
1.194099812170128089e-01
0.000000000000000000e+00
0.000000000000000000e+00
-6.778600774444654142e-01
0.000000000000000000e+00
-1.079068198272013390e+00
0.000000000000000000e+00
-4.648529736954788438e-01
