center_progress
9.999999999999997780e-01
1.625023940917674103e+00
5.553989677361577115e-01
4.291217303036505837e-01
-1.000000000000000000e+00
1.000000000000000000e+00
1.564720135560290215e-01
0.000000000000000000e+00
5.765562081131526684e-01
-1.500290981921246658e+00
-1.630538505184700115e+00
-1.010089014101277272e+00
0.000000000000000000e+00
8.525192888292206783e-01
-3.110149779437677009e-01
-5.338722011203997364e-02
7.153759887028108277e-01
1.000000000000000000e+00
-1.156999268323650673e-02
2.532714631995018895e+00
1.000000000000000000e+00
0.000000000000000000e+00
1.259684520972103927e+00
0.000000000000000000e+00
-1.654744297071881531e+00
-2.398885851269355329e-01
-1.355215268720833643e+00
0.000000000000000000e+00
-2.019210333550006953e-01
8.891430585341485449e-01
-1.264594573423734936e+00
0.000000000000000000e+00
0.000000000000000000e+00
-3.341201326734735688e-01
-8.624737324311183562e-01
2.767745132592870916e-01
0.000000000000000000e+00
-1.450829689090384900e-01
7.169002007873646887e-02
0.000000000000000000e+00
-2.762777577483280234e-02
0.000000000000000000e+00
6.354252969370756121e-01
1.645976840018000542e-01
0.000000000000000000e+00
2.134367677941869101e-01
0.000000000000000000e+00
-8.419775760494303540e-01
-1.804061285688986382e+00
1.631620491819227414e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-5.487765276138820703e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.367098515919877022e-01
-1.975477086901664014e+00
1.000000000000000000e+00
9.394263021843243799e-02
0.000000000000000000e+00
-1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.590536469250767970e-01
1.000000000000000222e+00
-3.883888960810215618e-01
0.000000000000000000e+00
1.060925107291293301e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.288742211641957347e+00
-1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.271184761598253887e-01
0.000000000000000000e+00
-1.000000000000000000e+00
-1.000000000000000222e+00
6.280507615673465160e-01
-7.795745538780970429e-01
0.000000000000000000e+00
0.000000000000000000e+00
-2.005145166669904944e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.186001806501125050e-01
0.000000000000000000e+00
1.694080159464014246e-01
6.356596317667587703e-01
-3.199256484127016575e-01
5.484774426387629687e-01
-1.693333917668402355e+00
0.000000000000000000e+00
6.670928835627936149e-01
-1.856529296705247412e-01
-4.552291299833157723e-01
0.000000000000000000e+00
-1.728998476204656187e+00
1.070345858517300019e+00
4.517918197219036869e-01
4.131361526631733283e-01
-4.273621415985656702e-02
-1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
7.530604814835978322e-01
0.000000000000000000e+00
6.557417277834737268e-01
0.000000000000000000e+00
0.000000000000000000e+00
-1.012362002014525197e+00
-4.225903794064171937e-01
1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.556195097378522574e+00
-6.083235109073937830e-01
2.453024836678282750e+00
5.634291569735805361e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.000000000000000000e+00
-2.372732555510437713e+00
-1.688481184181532146e+00
5.062893728927413406e-01
-1.000000000000000000e+00
0.000000000000000000e+00
-3.462241319107364768e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.150160035276673653e+00
-5.204748686590615625e-01
0.000000000000000000e+00
0.000000000000000000e+00
-2.799628206387886897e-01
0.000000000000000000e+00
-2.892880136850998207e-01
-2.436341183137753497e-01
-1.457607873865445658e+00
2.331831665909298301e-01
-7.075557981243836281e-01
0.000000000000000000e+00
0.000000000000000000e+00
-8.173042610550521059e-02
0.000000000000000000e+00
1.074357077287483309e+00
-3.521545000031100492e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.995376848882198351e-01
0.000000000000000000e+00
2.682154644800038290e-01
-1.000000000000000000e+00
0.000000000000000000e+00
-1.254480348592718064e-01
-1.430699979295364965e+00
4.127967266975737792e-01
1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.910342633259501821e-01
0.000000000000000000e+00
6.893613204342500245e-01
0.000000000000000000e+00
3.546269711492032184e-01
-1.246163855211927185e+00
-3.153502559865993815e-01
0.000000000000000000e+00
-1.151385284513613882e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.000000000000000000e+00
3.604184414269476777e-01
-9.999999999999998890e-01
3.424049036472883167e-01
1.049381710886695185e+00
8.852519023156668609e-01
0.000000000000000000e+00
-1.000000000000000000e+00
