center_competition
-1.961161351381841000e-01
-6.023602079349315019e-01
-3.844909855042505376e-01
-4.374674321878231908e-01
-5.525518186122848618e-01
-1.965892748731960515e-01
4.296009334548943848e+00
-1.324532357065043298e-01
-3.182229136702921513e-01
1.585438807646927017e+00
-4.374674321878231908e-01
-1.041920212728105088e+00
-3.670732089147960564e-01
7.312324335885665993e-01
4.947508467982033586e-01
-7.768763055128611317e-01
-4.380001945246002615e-01
-6.216885518637084163e-01
-4.273868343759056887e-01
-7.486461627569495070e-01
-9.229147220049864486e-02
-3.844909855042505376e-01
-8.057252652658514203e-01
7.406425363551983887e-01
-6.023602079349315019e-01
-3.844909855042505376e-01
-8.057252652658514203e-01
-2.603778219616479372e-01
4.543037525716513869e+00
1.411262081871902163e+00
4.848539603784250973e-01
3.194704806940339981e-01
-5.525518186122848618e-01
-7.451540810801343673e-01
-3.143505424045520136e-01
3.043173967171268757e-01
-8.057252652658514203e-01
3.325310858805882175e-01
-5.040534250950312600e-01
-5.040534250950312600e-01
1.153171350945912110e-01
-5.179780764714491115e-01
-1.889822365046135155e-01
4.385816721050768696e-01
5.083437635798031984e+00
2.545136265480785198e+00
2.382779339087746084e+00
-2.785331261748399956e-01
-1.889822365046135155e-01
-1.961161351381841000e-01
-4.517158592942498996e-01
6.417673828149721427e-01
-1.324532357065043298e-01
-6.362033252998511301e-01
-1.822731564698085172e-01
-1.889822365046135155e-01
-3.844909855042505376e-01
6.417673828149721427e-01
-1.469149996579976192e-01
2.789112719461648848e-01
7.632896084832466732e-01
1.847928515294658736e+00
5.403370708026132840e-01
-1.006736893682939615e-01
-3.001343397175786909e-01
-6.112454735168462022e-02
-2.440231932656963532e-01
7.406425363551983887e-01
0.000000000000000000e+00
-2.236067977499790749e-01
8.155573848126705661e-02
-3.844909855042505376e-01
-1.041920212728105088e+00
-6.615076565702773248e-01
1.248241046931690246e+00
-5.326553382940643067e-01
-1.889822365046135155e-01
-7.486461627569495070e-01
-2.914190558596523872e-01
6.342034548472763600e-01
-5.841754341382152660e-01
-2.914190558596523872e-01
-2.773500981126145737e-01
-4.374674321878231908e-01
-2.914190558596523872e-01
-3.844909855042505376e-01
1.526049182050545960e+00
-2.603778219616479372e-01
2.634182315720726475e+00
2.065363593842035606e+00
-4.374674321878231908e-01
-5.841754341382152660e-01
1.053568035478092524e+00
-4.374674321878231908e-01
-7.486461627569495070e-01
6.211101172721125607e+00
-3.143505424045520136e-01
-2.914190558596523872e-01
-6.023602079349315019e-01
-2.236067977499790749e-01
7.564058876148752608e-01
-2.914190558596523872e-01
-5.179780764714491115e-01
-4.380001945246002615e-01
-4.222153834309028131e-01
-4.005963724010763727e-01
3.367175418097041906e+00
-5.525518186122848618e-01
-9.229147220049864486e-02
-4.273868343759056887e-01
-1.041920212728105088e+00
-5.376162432255781054e-01
-4.374674321878231908e-01
-6.023602079349315019e-01
1.286750723624884962e+00
-2.294157338705617444e-01
-4.005963724010763727e-01
-7.486461627569495070e-01
-3.166645138311791063e-01
-4.273868343759056887e-01
-2.884765276675566037e-01
-8.057252652658514203e-01
-6.755446134894452226e-02
-1.324532357065043298e-01
4.626519455729923180e+00
-3.182229136702921513e-01
7.312324335885665993e-01
-1.822731564698085172e-01
-3.076702847127955054e-01
-2.236067977499790749e-01
-4.374674321878231908e-01
-9.513051822709146510e-01
-2.960684541064694808e-01
-1.469149996579976192e-01
-5.040534250950312600e-01
-7.451540810801343673e-01
-2.773500981126145737e-01
-7.486461627569495070e-01
6.383881894170365112e-02
-4.380001945246002615e-01
-4.517158592942498996e-01
-2.914190558596523872e-01
-9.229147220049864486e-02
5.563786254771949658e-01
6.342034548472763600e-01
1.196150831058583774e+00
-4.273868343759056887e-01
-4.273868343759056887e-01
-7.727784167445237440e-01
2.240970361369181596e+00
-7.451540810801343673e-01
-5.525518186122848618e-01
-3.130010428977618719e-01
-5.179780764714491115e-01
-6.023602079349315019e-01
-4.374674321878231908e-01
-5.040534250950312600e-01
-4.273868343759056887e-01
-5.040534250950312600e-01
-1.961161351381841000e-01
-8.057252652658514203e-01
-2.603778219616479372e-01
-1.324532357065043298e-01
-4.273868343759056887e-01
5.999804091228138070e-01
1.248241046931690246e+00
3.043173967171268757e-01
-2.603778219616479372e-01
-6.216885518637084163e-01
-5.040534250950312600e-01
6.025052062753913917e-01
6.342034548472763600e-01
2.893417863007542667e+00
2.634182315720726475e+00
6.417673828149721427e-01
7.549834435270747157e+00
-5.525518186122848618e-01
-6.362033252998511301e-01
2.491216204186327943e+00
-4.273868343759056887e-01
-5.376162432255781054e-01
5.918921547629734520e-02
3.836706143733974173e-02
6.025052062753913917e-01
9.188095130224620544e-01
-2.236067977499789916e-01
1.797231794703277041e-01
3.200866522058219421e-01
-6.023602079349315019e-01
8.665475036550576160e-01
6.417673828149721427e-01
5.863487528939820281e-01
-1.162325832032314460e-01
-6.023602079349315019e-01
1.849269956434207440e-01
6.342034548472763600e-01
-3.005371535187641441e-01
-7.240907917045714681e-01
-7.240907917045714681e-01
0.000000000000000000e+00
5.207556439232958745e+00
0.000000000000000000e+00
-2.603778219616479372e-01
-7.727784167445237440e-01
-7.768763055128611317e-01
-1.822731564698085172e-01
-2.294157338705617444e-01
-4.374674321878231908e-01
1.988893210439325765e+00
-5.525518186122848618e-01
-3.005371535187641441e-01
1.526049182050545960e+00
1.554756339377631802e+00
1.849269956434207440e-01
-3.005371535187641441e-01
-2.914190558596523872e-01
-6.023602079349315019e-01
4.848539603784250973e-01
1.060933080615362956e+00
-3.005371535187641441e-01
-3.670732089147960564e-01
-5.040534250950312600e-01
-1.965892748731960515e-01
-4.517158592942498996e-01
1.409554655682073721e+00
9.792804329461318735e-01
-4.273868343759056887e-01
3.171017274236381800e-01
1.234575699417166605e+00
-1.324532357065043298e-01
-3.005371535187641441e-01
-6.023602079349315019e-01
-4.374674321878231908e-01
-4.374674321878231908e-01
1.231952343529772453e-01
-6.362033252998511301e-01
-2.603778219616479372e-01
-7.240907917045714681e-01
-1.469149996579976192e-01
-2.914190558596523872e-01
-7.240907917045714681e-01
-6.023602079349315019e-01
6.018416970012022693e-01
-6.362033252998511301e-01
3.374321300069195839e+00
-4.273868343759056887e-01
-8.057252652658514203e-01
-5.040534250950312600e-01
-1.822731564698085172e-01
-4.374674321878231908e-01
-5.179780764714491115e-01
-1.924500897298754287e-01
-7.768763055128611317e-01
-3.670732089147960564e-01
-3.005371535187641441e-01
-4.273868343759056887e-01
-4.273868343759056887e-01
-6.023602079349315019e-01
-7.768763055128611317e-01
-5.525518186122848618e-01
5.563786254771949658e-01
3.043173967171268757e-01
-4.380001945246002615e-01
-3.926076695281280338e-01
-3.005371535187641441e-01
-2.603778219616479372e-01
-5.593631540818067016e-01
3.200866522058219421e-01
-1.889822365046135155e-01
-7.768763055128611317e-01
-2.294157338705617444e-01
-4.380001945246002615e-01
1.797231794703277041e-01
-5.040534250950312600e-01
-2.603778219616479372e-01
-3.076702847127955054e-01
-3.271540396731754119e-01
7.789121131969505007e-02
6.018416970012022693e-01
-6.362033252998511301e-01
-3.271540396731754119e-01
9.087691331518324978e-01
-6.362033252998511301e-01
6.417673828149721427e-01
-7.768763055128611317e-01
-2.914190558596523872e-01
-7.240907917045714681e-01
1.360827634879543113e-01
2.021868485701399987e+00
2.035542855633538373e-01
8.096409047527365344e-01
-5.326553382940643067e-01
2.218398958224201856e+00
-2.182178902359923622e-01
3.043173967171268757e-01
-5.841754341382152660e-01
1.585438807646927017e+00
-2.914190558596523872e-01
-6.216885518637084163e-01
-4.517158592942498996e-01
-4.374674321878231908e-01
