center_reward
-9.982802386844312759e-01
-7.336327767726532612e-01
-3.683904397395626473e-01
-3.669771363364756622e-01
-1.355575942856085403e+00
3.066851923246167178e-01
1.956312984628778284e-01
3.804923606352274001e-01
5.616511471998751892e-01
-5.393589353069183634e-01
-5.558480358376485242e-01
-4.990172999633536999e-01
-2.305419838103520136e-01
2.367594534742317514e+00
-4.610839676207040272e-01
-2.137915522519002187e-01
-1.177023662039174523e+00
-1.397836554825347966e-01
-1.228216771334760038e+00
8.318555352682509563e-01
-1.253643097064768286e-01
-1.912121806267253754e-01
-3.802800400659821500e-01
-1.781062368353028280e-01
-1.038707792856330553e-01
-8.999252170780744908e-01
1.116305924064657118e+00
-7.371359489293721756e-01
-4.054217850630545961e-01
-7.075552828718446874e-02
-8.836764686851055206e-01
7.056219717764546928e-01
-3.711696034010709688e-01
2.067551903165007587e+00
-8.485876350609650176e-01
-9.435534426016600751e-01
6.887099343130459461e-01
-1.032595390500014920e+00
8.238226066425605176e-02
1.744354823630118956e+00
-9.733665918426198660e-01
-1.964575037779740796e-01
1.134087850754817300e-01
5.568140530648285624e-01
4.373513645367233527e-01
2.368474580405692809e-01
-6.671880797756832848e-01
4.626306218410257687e-01
3.326657695547462490e-01
-9.982802386844312759e-01
-8.392330516547433783e-01
3.610991461815629688e-01
1.148094340351512477e+00
-1.528723200881162460e-02
8.808115556295557091e-01
-5.443621683623118823e-01
-5.455686988523998915e-01
5.527293789927173462e-01
-7.363018515379342599e-01
-4.420293835004417415e-01
-5.220610600649021604e-01
-1.198904359506776235e-01
-9.325211525375123323e-01
1.548972376016743979e-01
-3.137914451146397998e-01
-6.081781162040873420e-03
-1.528723200881162460e-02
-5.558480358376485242e-01
1.800952212371297101e+00
-8.745658084641421137e-01
-7.273396956898914301e-01
-1.912121806267253754e-01
-4.990172999633536999e-01
1.566577806101304704e+00
-4.990172999633536999e-01
-5.220610600649021604e-01
5.519227540340108096e-01
-1.199019357731478719e+00
-2.637720315392236281e-01
-7.182474766021756940e-01
-3.296723202108163553e-02
1.396440166972360841e-01
-6.956326163858680411e-01
1.076466266586999232e-02
3.413520408154659402e-01
-1.254281735303748979e+00
-1.781062368353028280e-01
3.304402529683392320e-01
8.537433985045941309e-01
1.794524343399960919e+00
1.996355621670428127e-01
-2.340673473496799051e-01
-3.690973077078923414e-01
1.899473657677598126e+00
-1.199019357731478719e+00
-1.956030549442336064e-01
-8.485876350609650176e-01
-1.070604128012142997e+00
-5.237121109436465582e-01
1.321354862788214568e+00
-3.711696034010709688e-01
-6.671880797756832848e-01
1.522545654279299665e+00
-9.750420734563539638e-01
1.694689133704085915e-01
-2.794130110091262720e-02
3.813794884005675123e-01
-1.355575942856085403e+00
-7.486040208186753864e-01
-6.036287203829537873e-01
2.001267296728033163e+00
3.813794884005675123e-01
-9.335898348399941371e-01
5.258912182013871783e-01
-3.629865892369048552e-01
-9.373295549361837509e-01
1.194490622064019236e+00
-7.075552828718446874e-02
-2.964082941760433076e-01
1.686527466440335576e+00
-1.162027814630660627e+00
-3.802800400659821500e-01
-5.970520178742090289e-01
-5.790101140101288069e-01
-5.861895229912749139e-01
-3.533984746426181989e-01
1.328861682888653251e+00
-1.443953369884517501e-01
1.220371779002903834e+00
-6.749366565321096578e-01
-9.335898348399941371e-01
-9.120320680616735842e-01
-2.267236951053025196e-01
5.530030783702628572e-01
-1.253643097064768286e-01
-9.097228373926036227e-02
-4.691475784927946480e-01
1.548972376016743979e-01
2.305419838103520136e-01
6.408106352062103994e-01
-8.392330516547433783e-01
-2.637720315392236281e-01
-5.408574504479425338e-01
4.388290466233898401e-01
5.689088923581590157e-02
-2.175802508474034003e-01
-3.954327033990183149e-01
1.061939415488529548e+00
-1.337485861022014832e+00
-1.397836554825347966e-01
1.108207820096444030e+00
-1.355575942856085403e+00
4.749119394372403602e-01
1.031401894834364175e+00
-1.153474108430666778e+00
-1.122460734341166999e+00
2.901288310349889321e-01
-3.954327033990183149e-01
-1.253643097064768286e-01
-4.832439371975590925e-01
-1.021674024693399074e+00
-4.702418984549442960e-01
5.723928555642986415e-01
-1.228216771334760038e+00
-2.637720315392236281e-01
1.039619374923653528e+00
-7.336327767726532612e-01
