center_social
-7.312000173321486773e-01
-5.223888999918206988e-01
-4.703853141423423589e-01
-3.395274070687994694e-01
-8.147956917291119261e-01
-1.023817894175298004e+00
4.876524151983464006e-01
8.807895413021164799e-02
-6.001875879364264588e-01
-4.363953041120033349e-01
-8.075901896707874394e-01
1.313798616675402320e+00
-5.536811530143215254e-01
3.839484210766451966e+00
3.615876917644548771e-01
-8.390470785361209272e-01
-7.003632325285248372e-01
-4.246021219286953974e-01
-7.070095708893788800e-01
-6.090390506015106453e-01
-1.048089654242145174e+00
-4.703853141423423589e-01
-7.345422420527293328e-01
3.625667668341823746e-01
1.159637093005098929e-01
-4.703853141423423589e-01
8.013188095120683807e-02
-9.278869707845570636e-01
-8.390470785361209272e-01
-2.404923430580324373e-01
-3.065530105575939301e-01
-1.316695545530332800e-01
-5.060842805770880970e-01
1.041784502990123373e+00
-7.809894267356900510e-01
-8.415652046379860085e-01
2.116817188461047383e+00
-8.367159461536056719e-01
-1.048089654242145174e+00
1.395697278262153285e+00
-6.090390506015106453e-01
-5.406193437061830309e-01
-9.693673162419650519e-03
1.120224067222407971e+00
-9.469740949497830185e-01
-1.120581172045639617e-01
-5.892620447506058401e-01
-7.116409173658430065e-01
-9.693673162419650519e-03
-7.312000173321486773e-01
-9.026135856728123574e-01
1.163224358879622056e+00
-6.085455012632803307e-01
1.439594048650359559e+00
-4.004502425516325292e-01
-8.530432382929330482e-01
6.044057109091555829e-02
-3.813850356982372014e-02
-9.215095551428936771e-01
-9.996357676076591536e-01
-6.090390506015106453e-01
-9.026135856728123574e-01
-9.232654840888325776e-01
-6.090390506015106453e-01
1.392668927885171160e+00
-2.397915761656360389e-01
-9.232654840888325776e-01
8.306295494361702891e-01
-7.823591298534324778e-01
-6.938154598981722820e-01
-3.130669099392330845e-01
1.918331169407318182e+00
-7.116409173658430065e-01
1.520610705419132014e+00
-7.116409173658430065e-01
-2.404923430580324373e-01
-5.719267165827619515e-01
-6.090390506015106453e-01
3.733021330619020750e-01
-3.005673493222226766e-01
1.000662796861409909e+00
-2.684073188131032017e-01
-5.454850384143116182e-01
-8.075901896707874394e-01
1.977575762749415267e+00
-7.357982567589712586e-01
-8.075901896707874394e-01
-1.271078042170626365e-01
-2.270805227685704364e-01
1.346184186335054322e+00
-3.395274070687994694e-01
-5.951654543424073074e-01
-7.003632325285248372e-01
2.000786505941140270e+00
-6.090390506015106453e-01
-6.389340829430133484e-01
-7.809894267356900510e-01
-9.101167706881084785e-01
4.351400139466751749e-01
1.547742179772846116e+00
1.113385417269593808e-01
3.733021330619020750e-01
-5.406193437061830309e-01
-7.003632325285248372e-01
3.623157839133249181e-01
-8.431276946341231815e-01
1.540308092430810738e-01
-8.147956917291119261e-01
-1.048089654242145174e+00
-7.070095708893788800e-01
2.529062337100149715e+00
2.086417325201734840e+00
-1.054960157678055260e-01
1.159637093005098929e-01
-8.367159461536056719e-01
-9.095000452590884521e-01
-8.431276946341231815e-01
-6.090390506015106453e-01
-6.090390506015106453e-01
7.327775734730463952e-01
-9.901042095320278236e-01
-3.272051805507612543e-01
3.623157839133249181e-01
-6.085455012632803307e-01
-1.248829770378514711e-02
-6.001875879364264588e-01
1.090223911699115922e+00
-4.004502425516325292e-01
-1.746508426587822793e-02
-1.956915399712793602e-01
1.285353755331884451e-01
-7.823591298534324778e-01
-2.833036567320772470e-01
-6.080452392541224604e-01
1.395697278262153285e+00
-3.419597986914144627e-01
-3.812529838379597469e-01
4.966010720289240621e-01
3.412483841027043052e+00
3.417772574739200930e+00
1.724796257770819574e+00
-2.684073188131032017e-01
-1.316695545530332800e-01
-4.062106748665443856e-01
1.144807992271406949e+00
-6.186798458322938510e-01
-7.070095708893788800e-01
4.928130494126421457e-01
-7.809894267356900510e-01
-8.367159461536056719e-01
1.387720578410507555e+00
-8.147956917291119261e-01
4.874689424531749027e-01
2.213479199702674372e+00
1.159637093005098929e-01
-1.054960157678055260e-01
1.090223911699115922e+00
2.528485253522379517e-01
-4.371429211160706152e-01
3.656000086660743387e-01
-7.345422420527293328e-01
-6.609605819287256434e-01
-3.763373494654496665e-01
-4.670450468289746304e-01
-5.892620447506058401e-01
2.123974430291900362e+00
-5.223888999918206988e-01
-3.940341930728941122e-01
3.996255265211250962e-01
-7.426162876791079226e-01
-3.699423600326952610e-01
1.812244312089871801e-01
-9.232654840888325776e-01
-9.469740949497830185e-01
-8.390470785361209272e-01
-6.085455012632803307e-01
1.113385417269593808e-01
-5.294555619656338141e-01
-6.090390506015106453e-01
7.327775734730463952e-01
-8.121624487362458789e-01
-4.062106748665443856e-01
-5.854653718254675399e-01
-7.809894267356900510e-01
-7.345422420527293328e-01
1.841917628575913346e+00
8.013188095120683807e-02
7.287613640310068863e-01
-8.415652046379860085e-01
-7.116409173658430065e-01
-3.813850356982372014e-02
-7.357982567589712586e-01
-8.147956917291119261e-01
7.543163185928404291e-01
4.928130494126421457e-01
-7.823591298534324778e-01
-6.389340829430133484e-01
1.230235042936741463e+00
1.230235042936741463e+00
-4.517158592942498441e-01
9.405977512062633217e-01
-8.828991795296702305e-01
4.067449734946003703e-01
-3.699423600326952610e-01
3.623157839133249181e-01
-4.004502425516325292e-01
-9.095000452590884521e-01
5.965981581351763596e-01
-9.628009223146840601e-01
-8.147956917291119261e-01
4.478509927170654104e-01
-1.054960157678055260e-01
-7.426162876791079226e-01
-9.469740949497830185e-01
-9.554154511297396901e-02
1.335866310874409990e+00
-2.032125953456554168e-01
-7.116409173658430065e-01
-7.809894267356900510e-01
-9.106303518580329825e-01
5.649807683819605547e-02
1.395697278262153285e+00
-1.023817894175298004e+00
-5.272693223237220339e-01
-2.270805227685704364e-01
-6.090390506015106453e-01
-9.469740949497830185e-01
-7.823591298534324778e-01
1.711578258056074331e+00
-8.407536530611110503e-01
-6.389340829430133484e-01
1.711845232531336469e+00
