dpart_rank
8.518518518518518601e-01
8.339100346020761334e-01
7.821782178217822068e-01
4.611398963730569678e-01
2.459016393442622905e-02
2.325581395348837177e-02
4.827586206896551935e-01
7.241379310344827624e-01
2.758620689655172376e-01
2.105263157894736725e-01
7.150259067357512821e-01
6.036036036036036556e-01
8.148148148148147696e-01
9.482758620689655249e-01
6.296296296296296502e-01
2.721088435374149558e-02
5.833333333333333703e-01
4.141414141414141437e-01
1.006711409395973089e-01
1.271186440677966045e-01
8.620689655172413257e-01
7.722772277227722970e-01
7.540983606557376540e-01
3.471502590673575250e-01
5.363321799307958493e-01
9.108910891089109230e-01
7.131147540983606703e-01
4.642857142857143016e-01
2.312925170068027281e-01
5.084745762711864181e-01
8.558558558558558849e-01
7.011494252873563537e-01
5.245901639344262568e-01
5.287356321839080664e-01
7.857142857142856984e-01
9.377162629757785917e-01
1.639344262295081844e-01
8.989898989898990056e-01
3.448275862068965469e-02
4.655172413793103314e-01
5.508474576271186196e-01
9.777777777777777457e-01
5.862068965517240882e-01
4.347826086956521618e-02
5.302013422818792066e-01
6.964285714285713969e-01
2.403846153846153910e-01
2.882882882882882858e-01
4.827586206896551935e-01
5.185185185185184897e-01
6.904761904761904656e-01
4.489795918367346927e-01
4.310344827586206629e-01
2.666666666666666630e-01
4.366197183098591283e-01
4.137931034482758563e-01
9.603960396039603609e-01
8.503401360544217136e-01
2.891566265060240837e-01
2.555555555555555358e-01
2.881355932203389925e-01
5.952380952380952328e-01
8.888888888888889228e-02
1.355932203389830504e-01
7.474048442906574552e-01
1.418439716312056703e-02
5.333333333333333259e-01
6.632124352331606465e-01
4.587155963302752548e-02
3.095238095238095344e-01
3.780487804878048808e-01
3.960396039603960444e-02
5.135135135135134865e-01
4.634146341463414864e-01
9.549549549549549710e-01
8.474576271186440302e-02
8.620689655172413257e-01
7.966101694915254106e-01
1.250000000000000000e-01
7.064220183486238369e-01
3.278688524590163689e-01
3.846153846153846367e-01
5.714285714285713969e-01
1.398963730569948161e-01
9.326923076923077094e-01
9.207920792079208328e-01
5.647668393782383500e-01
1.428571428571428492e-01
3.355704697986577195e-02
4.426229508196721230e-01
1.295336787564766723e-01
7.704918032786884918e-01
2.619047619047619180e-01
2.849740932642487179e-01
5.762711864406779849e-01
1.318681318681318715e-01
7.571428571428571175e-01
8.076923076923077094e-01
6.643598615916954664e-01
6.904761904761904656e-01
6.106557377049179891e-01
1.634615384615384637e-01
2.333333333333333370e-01
5.357142857142856845e-02
6.802721088435373896e-03
4.857142857142857095e-01
7.826086956521739468e-01
9.918032786885245811e-01
1.839080459770114917e-01
9.127516778523490082e-01
6.306306306306305731e-02
6.521739130434782705e-01
4.196891191709844482e-01
4.463667820069204262e-01
6.969696969696970168e-01
7.187500000000000000e-01
3.142857142857142794e-01
1.016949152542372947e-01
4.237288135593220151e-02
7.986577181208053267e-01
9.714285714285714191e-01
6.147540983606557541e-01
8.707482993197278587e-01
3.448275862068965469e-02
9.494949494949495028e-01
1.379310344827586188e-01
4.425287356321839227e-01
8.450704225352112520e-02
8.989898989898990056e-01
1.428571428571428492e-01
6.994818652849741358e-01
1.743119266055045968e-01
8.750000000000000000e-01
2.409638554216867595e-02
9.885057471264367956e-01
0.000000000000000000e+00
9.285714285714286031e-01
1.779661016949152519e-01
8.518518518518518601e-01
6.726190476190476719e-01
3.809523809523809312e-01
9.615384615384615918e-02
7.528735632183908288e-01
7.797619047619047672e-01
4.036697247706422242e-01
2.073170731707316972e-01
7.852348993288590373e-01
2.013422818791946178e-01
2.999999999999999889e-01
6.565656565656565746e-01
9.195402298850574585e-02
6.516393442622950838e-01
6.557377049180327377e-01
2.000000000000000111e-01
5.916955017301037678e-01
9.585492227979274249e-01
2.183908045977011603e-01
5.570469798657717853e-01
4.080459770114942541e-01
3.703703703703703498e-01
5.819672131147540783e-01
1.547619047619047672e-01
1.034482758620689641e-01
2.080536912751677903e-01
5.288461538461538547e-01
3.603603603603603572e-02
6.920415224913495020e-03
5.238095238095238360e-01
4.646464646464646409e-01
1.724137931034482873e-01
9.142857142857142572e-01
7.706422018348624281e-01
5.111111111111110716e-01
4.429530201342282147e-01
5.374149659863945994e-01
3.793103448275861878e-01
5.204918032786884918e-01
8.444444444444444420e-01
5.000000000000000000e-01
8.389261744966443057e-01
2.173913043478260809e-01
2.976190476190476164e-01
2.051282051282051211e-01
4.285714285714285754e-02
3.606557377049180446e-01
6.904761904761904656e-01
4.672131147540983798e-01
1.270491803278688547e-01
3.737024221453287276e-01
7.927927927927927998e-01
9.931972789115646183e-01
6.633663366336634004e-01
8.032786885245901676e-01
5.778546712802767882e-01
8.053691275167784713e-01
6.422018348623853568e-01
7.142857142857143016e-01
1.843971631205673645e-01
9.929078014184397061e-01
8.095238095238095344e-01
2.857142857142856984e-01
8.571428571428570953e-01
1.190476190476190410e-02
4.285714285714285476e-01
1.564625850340136126e-01
9.014084507042253724e-01
9.375000000000000000e-01
3.108808290155440357e-02
6.896551724137930939e-02
9.754098360655737432e-01
7.362637362637363125e-01
7.927461139896373465e-01
6.206896551724138122e-01
1.476510067114094049e-01
4.945054945054945250e-01
7.692307692307692735e-01
7.128027681660900061e-01
1.621621621621621712e-01
5.000000000000000000e-01
2.967032967032967039e-01
5.925925925925925597e-01
1.609195402298850552e-01
5.348837209302325091e-01
4.523809523809523836e-01
8.926174496644295742e-01
7.796610169491525744e-01
3.288590604026845887e-01
9.174311926605505096e-01
2.828282828282828176e-01
6.206896551724138122e-01
4.395604395604395531e-01
3.183391003460207536e-01
5.233160621761657749e-01
8.601036269430051284e-01
9.047619047619047672e-01
3.666666666666666408e-01
6.904761904761904656e-01
5.673758865248227368e-01
9.518072289156626065e-01
6.826923076923077094e-01
9.148936170212765839e-01
7.716262975778547251e-01
5.319148936170212671e-01
5.888888888888889062e-01
2.868852459016393297e-01
9.194630872483221529e-01
6.803278688524589946e-01
4.770114942528735358e-01
2.816901408450704289e-02
5.181347150259066892e-01
4.444444444444444614e-02
6.071428571428570953e-01
4.081632653061224580e-01
4.814814814814814548e-01
3.846153846153846367e-01
7.181208053691274795e-01
8.053691275167784713e-02
2.387543252595155652e-01
4.625850340136054561e-01
5.286885245901639108e-01
5.654761904761904656e-01
9.480968858131487709e-01
2.380952380952380820e-01
8.865248226950354082e-01
7.032967032967033516e-01
5.595238095238095344e-01
0.000000000000000000e+00
2.745901639344262568e-01
2.068965517241379282e-01
3.537414965986394599e-01
5.312500000000000000e-01
4.166666666666666852e-01
3.032786885245901676e-01
7.068965517241379004e-01
6.309523809523809312e-01
9.090909090909091161e-02
9.605263157894736725e-01
5.555555555555555802e-01
7.092198581560283516e-03
8.000000000000000444e-01
4.473684210526315819e-01
5.224913494809688697e-01
5.555555555555555802e-01
5.034013605442176909e-01
7.619047619047618625e-01
2.115384615384615363e-01
6.453900709219858589e-01
0.000000000000000000e+00
2.953020134228188098e-01
5.632183908045976795e-01
7.373737373737373479e-01
3.389830508474576121e-01
7.407407407407406996e-01
7.272727272727272929e-01
5.017301038062284002e-01
8.688524590163934080e-01
3.947368421052631360e-02
0.000000000000000000e+00
3.030303030303030387e-01
7.142857142857142461e-02
9.689119170984455964e-01
7.777777777777777901e-01
8.285714285714286254e-01
9.238754325259516120e-01
2.517006802721088454e-01
5.000000000000000000e-01
2.857142857142856984e-01
5.778546712802767882e-01
5.632183908045976795e-01
4.495412844036697497e-01
7.247706422018348471e-01
6.666666666666666297e-01
6.250000000000000000e-01
5.544041450777201785e-01
6.524822695035461528e-01
9.397590361445783413e-01
2.178217821782178210e-01
4.651162790697674354e-02
2.213114754098360615e-01
9.090909090909090606e-01
3.220338983050847204e-01
6.730769230769230449e-02
2.202380952380952328e-01
3.777777777777777679e-01
4.152249134948096665e-01
2.884615384615384359e-01
3.546099290780141966e-01
2.828282828282828176e-01
9.637305699481865107e-01
5.238095238095238360e-01
7.203389830508474256e-01
4.507772020725388518e-01
1.309523809523809590e-01
2.972972972972973138e-01
2.901554404145077481e-01
2.068965517241379282e-01
2.222222222222222307e-02
5.000000000000000000e-01
1.414141414141414088e-01
8.316831683168316447e-01
7.305699481865285394e-01
2.090163934426229608e-01
5.973154362416107643e-01
4.221311475409836311e-01
4.697986577181207934e-01
0.000000000000000000e+00
4.609929078014184389e-01
7.291666666666666297e-01
2.307692307692307820e-01
7.207207207207207145e-02
9.523809523809523281e-01
7.951807228915662717e-01
4.605263157894736725e-01
7.981651376146788879e-01
2.439024390243902385e-01
6.190476190476190688e-01
5.050505050505050830e-01
7.441860465116278966e-01
6.555555555555555580e-01
2.183908045977011603e-01
4.597701149425287293e-01
9.900990099009900902e-01
1.721311475409836034e-01
8.217821782178217349e-01
1.147540983606557402e-01
3.333333333333333148e-01
5.862068965517240882e-01
6.428571428571429047e-01
9.252873563218391162e-01
6.043956043956043578e-01
9.591836734693877098e-01
2.083333333333333426e-01
2.211538461538461453e-01
8.512110726643599135e-01
6.190476190476190688e-01
2.970297029702970160e-02
9.672131147540983243e-01
6.312056737588652711e-01
3.614457831325301185e-01
2.040816326530612082e-02
0.000000000000000000e+00
1.349480968858131624e-01
9.357798165137615198e-01
2.993197278911564618e-01
7.786885245901639663e-02
7.559523809523809312e-01
9.638554216867470381e-02
3.971631205673759046e-01
8.852459016393442459e-01
3.737373737373737570e-01
1.768707482993197300e-01
5.388601036269430322e-01
8.650519031141868931e-01
9.333333333333333481e-01
8.650519031141867821e-02
4.482758620689655249e-01
4.145077720207254041e-02
1.142857142857142821e-01
0.000000000000000000e+00
7.586206896551723755e-01
6.781609195402298340e-01
8.278688524590164244e-01
8.048780487804878536e-01
6.229508196721311730e-01
3.333333333333333287e-02
2.906574394463667943e-01
8.623853211009174791e-01
6.639344262295081567e-01
4.237288135593220151e-01
6.802721088435374763e-02
2.752293577981651529e-02
5.327868852459016757e-01
8.108108108108108558e-01
1.091954022988505801e-01
2.980769230769230727e-01
2.857142857142856984e-01
2.988505747126437018e-01
6.595744680851063357e-01
9.047619047619047672e-01
7.425742574257425677e-01
5.492227979274610927e-01
9.428571428571428381e-01
8.313253012048192891e-01
6.428571428571429047e-01
2.252252252252252285e-01
1.571428571428571397e-01
8.135593220338983578e-01
8.383838383838383423e-01
9.425287356321838672e-01
