center_rank
9.999999999999997780e-01
1.339564424478291604e+00
-2.268702360263895879e-01
-2.244958480049626393e-01
1.000000000000000000e+00
1.000000000000000000e+00
-4.419013702289368295e-01
0.000000000000000000e+00
-1.114440764006132900e+00
-7.639517345099046119e-01
-8.623507094430608033e-01
-1.019049330730136482e+00
0.000000000000000000e+00
-6.915592761087896445e-01
-1.097642599896899163e-01
-8.613294705738375745e-01
-8.748177652797060055e-01
-1.000000000000000000e+00
-4.530668529242160569e-01
2.597445903764809660e+00
-1.000000000000000000e+00
0.000000000000000000e+00
2.091458368744666618e+00
-1.281691212775233790e+00
-1.119629485657765711e-01
-4.458840912784002852e-01
3.940552031195489469e-01
6.328287193157157153e-01
-9.535096984029242106e-01
2.591140130830833499e-01
3.382487991536205496e-01
1.262285638445871161e+00
0.000000000000000000e+00
-5.099200214319552504e-01
-2.322406772336101377e-01
5.102109269438576122e-01
0.000000000000000000e+00
1.391926713789648939e+00
-1.234647904324403633e+00
4.103966426512876131e-01
-1.917747172380267207e-01
0.000000000000000000e+00
-1.140703650944060232e+00
-5.373953138263759532e-01
0.000000000000000000e+00
4.086851121483569549e-01
0.000000000000000000e+00
-9.535096984029242106e-01
-1.391004225531621508e+00
1.722419422579568593e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-3.369577382112746156e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.123602504996116247e-01
1.329644026294420467e+00
-1.000000000000000222e+00
-3.796597919701217294e-01
-1.264808655532511539e+00
-1.000000000000000000e+00
0.000000000000000000e+00
6.566969989846394018e-01
0.000000000000000000e+00
1.160006654076228605e+00
-1.085546068965179245e+00
-1.000000000000000000e+00
-8.413693568084259500e-01
0.000000000000000000e+00
8.001394530941358108e-01
0.000000000000000000e+00
1.000000000000000000e+00
1.220351925583324615e+00
-1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.830321256755995440e-01
-2.868464676734193142e-01
1.000000000000000000e+00
0.000000000000000000e+00
-7.445787539508902375e-01
-5.244994245227936336e-01
0.000000000000000000e+00
0.000000000000000000e+00
-5.643254888516757717e-01
-8.514599196585458385e-01
-1.600410574932887187e+00
0.000000000000000000e+00
-9.717065318999011936e-01
0.000000000000000000e+00
-6.427645422097785777e-02
5.782876789142323837e-01
-6.828856705986919851e-01
7.883046168247545560e-02
1.698402148545963275e+00
-7.157290819785173674e-01
-7.823482512662648380e-01
-1.779174625755160222e-01
-8.462847336408760857e-01
0.000000000000000000e+00
1.816619326203821272e+00
-1.378858521716354035e+00
-1.056979242066306002e+00
-5.303161941105478672e-01
1.835034109146180148e+00
-1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.728856895261990156e-01
-3.815731666135747657e-01
-7.383266013118714444e-01
0.000000000000000000e+00
1.000000000000000000e+00
-8.523362832605677619e-01
-7.648389574973690763e-01
9.999999999999997780e-01
1.157671374413931309e+00
0.000000000000000000e+00
0.000000000000000000e+00
-8.120347983197750974e-01
-9.529429650411787023e-01
2.708464223200945487e+00
-4.554244833494603961e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.000000000000000000e+00
-5.601012365383659652e-01
1.173799212876105003e+00
-2.147642548764278903e-01
-9.999999999999998890e-01
0.000000000000000000e+00
-5.244994245227936336e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.639931279025414357e+00
-5.454989530689602351e-01
-7.437564737062420939e-01
0.000000000000000000e+00
-1.908017272950542353e-01
0.000000000000000000e+00
-1.014489707531850859e+00
-4.641737857684283819e-01
-1.141111888371269645e+00
-6.228713066293741774e-01
-9.947086090947692139e-01
-1.000000000000000000e+00
0.000000000000000000e+00
-4.087025157476686377e-01
0.000000000000000000e+00
3.457085794056120043e-01
-3.396831102433784944e-01
-2.354897157970750957e-02
2.408545275535171726e+00
-9.258200997725514192e-01
0.000000000000000000e+00
-1.017620973780413829e+00
-1.000000000000000000e+00
0.000000000000000000e+00
-2.035995441868635181e-01
-1.053071132605414073e+00
-1.014870965788131407e+00
-1.000000000000000000e+00
0.000000000000000000e+00
8.031206915682068126e-02
1.298775175747445720e+00
0.000000000000000000e+00
1.794163220946845272e-01
0.000000000000000000e+00
6.176379006178650544e-01
-1.101568848135356049e+00
-5.225771291971765820e-01
0.000000000000000000e+00
-7.071067811865474617e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.000000000000000000e+00
-7.547303427440925638e-01
-1.000000000000000000e+00
-4.419013702289368295e-01
2.401566875483893693e+00
1.685549116057204921e+00
0.000000000000000000e+00
-9.999999999999997780e-01
8.669214468630097592e-01
-8.395559051715817400e-01
-1.040080198438140702e+00
1.980120096016804609e+00
1.671277095022600800e+00
-9.606632869067126546e-01
1.610101615594480506e+00
-3.374528756418569420e-01
0.000000000000000000e+00
5.604176906412061676e-01
-4.155647107043878297e-01
-1.000000000000000000e+00
1.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.000000000000000222e+00
-1.244661581508457043e-01
0.000000000000000000e+00
-1.022712332884936348e+00
-6.256808122418638929e-01
0.000000000000000000e+00
-5.518296137540228408e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.031421246258794888e-01
-1.923476882848101643e-01
-1.427963002710293194e+00
-8.542357658759451855e-01
2.905849516688164824e-01
-3.214009009859958299e-02
-2.446655473268466094e-02
1.000000000000000000e+00
7.799435187824581561e-01
0.000000000000000000e+00
0.000000000000000000e+00
-5.387342858562585990e-01
0.000000000000000000e+00
-1.000000000000000222e+00
0.000000000000000000e+00
-7.521555322546867872e-01
1.385556070423608066e+00
0.000000000000000000e+00
-9.999999999999996669e-01
1.413050310234107876e+00
-1.107428792937626527e+00
-1.000000000000000000e+00
-9.454875694950654053e-02
-6.441242429717439766e-01
-9.945572324955532784e-01
1.985439581876555226e-01
-9.999999999999998890e-01
